Year,Month,Trade Type,Consignment,Statistics,Value,Unit
"2020","Dec","Total Exports","SAO TOME & PRINCIPE","Value (Year-to-date)","6","HK$ Mn"
"2020","Dec","Total Exports","SAUDI ARABIA","Value (Monthly)","566","HK$ Mn"
"2020","Dec","Total Exports","SAUDI ARABIA","Value (Year-to-date)","9,267","HK$ Mn"
"2020","Dec","Total Exports","SENEGAL","Value (Monthly)","110","HK$ Mn"
"2020","Dec","Total Exports","SENEGAL","Value (Year-to-date)","1,606","HK$ Mn"
"2020","Dec","Total Exports","SERBIA","Value (Monthly)","104","HK$ Mn"
"2020","Dec","Total Exports","SERBIA","Value (Year-to-date)","1,033","HK$ Mn"
"2020","Dec","Total Exports","SEYCHELLES","Value (Monthly)","0@Mn","HK$ Mn"
"2020","Dec","Total Exports","SEYCHELLES","Value (Year-to-date)","9","HK$ Mn"
"2020","Dec","Total Exports","SIERRA LEONE","Value (Monthly)","4","HK$ Mn"
"2020","Dec","Total Exports","SIERRA LEONE","Value (Year-to-date)","41","HK$ Mn"
"2020","Dec","Total Exports","SINGAPORE","Value (Monthly)","5,070","HK$ Mn"
"2020","Dec","Total Exports","SINGAPORE","Value (Year-to-date)","59,371","HK$ Mn"
"2020","Dec","Total Exports","SLOVAKIA","Value (Monthly)","116","HK$ Mn"
"2020","Dec","Total Exports","SLOVAKIA","Value (Year-to-date)","1,322","HK$ Mn"
"2020","Dec","Total Exports","SLOVENIA","Value (Monthly)","78","HK$ Mn"
"2020","Dec","Total Exports","SLOVENIA","Value (Year-to-date)","677","HK$ Mn"
"2020","Dec","Total Exports","SOLOMON ISLANDS","Value (Monthly)","3","HK$ Mn"
"2020","Dec","Total Exports","SOLOMON ISLANDS","Value (Year-to-date)","37","HK$ Mn"
"2020","Dec","Total Exports","SOMALIA","Value (Monthly)","1","HK$ Mn"
"2020","Dec","Total Exports","SOMALIA","Value (Year-to-date)","48","HK$ Mn"
"2020","Dec","Total Exports","SOUTH AFRICA","Value (Monthly)","496","HK$ Mn"
"2020","Dec","Total Exports","SOUTH AFRICA","Value (Year-to-date)","6,729","HK$ Mn"
"2020","Dec","Total Exports","SOUTH SUDAN","Value (Monthly)","0@Mn","HK$ Mn"
"2020","Dec","Total Exports","SOUTH SUDAN","Value (Year-to-date)","45","HK$ Mn"
"2020","Dec","Total Exports","SPAIN","Value (Monthly)","1,355","HK$ Mn"
"2020","Dec","Total Exports","SPAIN","Value (Year-to-date)","15,451","HK$ Mn"
"2020","Dec","Total Exports","SRI LANKA","Value (Monthly)","297","HK$ Mn"
"2020","Dec","Total Exports","SRI LANKA","Value (Year-to-date)","3,363","HK$ Mn"
"2020","Dec","Total Exports","SUDAN","Value (Monthly)","2","HK$ Mn"
"2020","Dec","Total Exports","SUDAN","Value (Year-to-date)","32","HK$ Mn"
"2020","Dec","Total Exports","SURINAME","Value (Monthly)","4","HK$ Mn"
"2020","Dec","Total Exports","SURINAME","Value (Year-to-date)","24","HK$ Mn"
"2020","Dec","Total Exports","SWEDEN","Value (Monthly)","408","HK$ Mn"
"2020","Dec","Total Exports","SWEDEN","Value (Year-to-date)","4,909","HK$ Mn"
"2020","Dec","Total Exports","SWITZERLAND","Value (Monthly)","1,779","HK$ Mn"
"2020","Dec","Total Exports","SWITZERLAND","Value (Year-to-date)","19,481","HK$ Mn"
"2020","Dec","Total Exports","SYRIAN ARAB REPUBLIC","Value (Monthly)","-",""
"2020","Dec","Total Exports","SYRIAN ARAB REPUBLIC","Value (Year-to-date)","4","HK$ Mn"
"2020","Dec","Total Exports","TAIWAN","Value (Monthly)","10,463","HK$ Mn"
"2020","Dec","Total Exports","TAIWAN","Value (Year-to-date)","98,507","HK$ Mn"
"2020","Dec","Total Exports","TAJIKISTAN","Value (Monthly)","-",""
"2020","Dec","Total Exports","TAJIKISTAN","Value (Year-to-date)","2","HK$ Mn"
"2020","Dec","Total Exports","TANZANIA,UNITED REP","Value (Monthly)","79","HK$ Mn"
"2020","Dec","Total Exports","TANZANIA,UNITED REP","Value (Year-to-date)","806","HK$ Mn"
"2020","Dec","Total Exports","THAILAND","Value (Monthly)","4,123","HK$ Mn"
"2020","Dec","Total Exports","THAILAND","Value (Year-to-date)","48,762","HK$ Mn"
"2020","Dec","Total Exports","THE MAINLAND OF CHINA","Value (Monthly)","241,661","HK$ Mn"
"2020","Dec","Total Exports","THE MAINLAND OF CHINA","Value (Year-to-date)","2,324,511","HK$ Mn"
"2020","Dec","Total Exports","TIMOR-LESTE","Value (Monthly)","0@Mn","HK$ Mn"
"2020","Dec","Total Exports","TIMOR-LESTE","Value (Year-to-date)","4","HK$ Mn"
"2020","Dec","Total Exports","TOGO","Value (Monthly)","651","HK$ Mn"
"2020","Dec","Total Exports","TOGO","Value (Year-to-date)","4,272","HK$ Mn"
"2020","Dec","Total Exports","TOKELAU","Value (Monthly)","-",""
"2020","Dec","Total Exports","TOKELAU","Value (Year-to-date)","0@Mn","HK$ Mn"
"2020","Dec","Total Exports","TONGA","Value (Monthly)","0@Mn","HK$ Mn"
"2020","Dec","Total Exports","TONGA","Value (Year-to-date)","4","HK$ Mn"
"2020","Dec","Total Exports","TRINIDAD & TOBAGO","Value (Monthly)","12","HK$ Mn"
"2020","Dec","Total Exports","TRINIDAD & TOBAGO","Value (Year-to-date)","68","HK$ Mn"
"2020","Dec","Total Exports","TUNISIA","Value (Monthly)","180","HK$ Mn"
"2020","Dec","Total Exports","TUNISIA","Value (Year-to-date)","1,886","HK$ Mn"
"2020","Dec","Total Exports","TURKEY","Value (Monthly)","774","HK$ Mn"
"2020","Dec","Total Exports","TURKEY","Value (Year-to-date)","8,707","HK$ Mn"
"2020","Dec","Total Exports","TURKMENISTAN","Value (Monthly)","-",""
"2020","Dec","Total Exports","TURKMENISTAN","Value (Year-to-date)","10","HK$ Mn"
"2020","Dec","Total Exports","TUVALU","Value (Monthly)","0@Mn","HK$ Mn"
"2020","Dec","Total Exports","TUVALU","Value (Year-to-date)","0@Mn","HK$ Mn"
"2020","Dec","Total Exports","UGANDA","Value (Monthly)","17","HK$ Mn"
"2020","Dec","Total Exports","UGANDA","Value (Year-to-date)","203","HK$ Mn"
"2020","Dec","Total Exports","UKRAINE","Value (Monthly)","154","HK$ Mn"
"2020","Dec","Total Exports","UKRAINE","Value (Year-to-date)","2,075","HK$ Mn"
"2020","Dec","Total Exports","UNITED ARAB EMIRATES","Value (Monthly)","5,591","HK$ Mn"
"2020","Dec","Total Exports","UNITED ARAB EMIRATES","Value (Year-to-date)","50,582","HK$ Mn"
"2020","Dec","Total Exports","UNITED KINGDOM","Value (Monthly)","4,790","HK$ Mn"
"2020","Dec","Total Exports","UNITED KINGDOM","Value (Year-to-date)","46,631","HK$ Mn"
"2020","Dec","Total Exports","URUGUAY","Value (Monthly)","41","HK$ Mn"
"2020","Dec","Total Exports","URUGUAY","Value (Year-to-date)","657","HK$ Mn"
"2020","Dec","Total Exports","US MINOR OUTLYING IS","Value (Monthly)","-",""
"2020","Dec","Total Exports","US MINOR OUTLYING IS","Value (Year-to-date)","0@Mn","HK$ Mn"
"2020","Dec","Total Exports","USA","Value (Monthly)","23,443","HK$ Mn"
"2020","Dec","Total Exports","USA","Value (Year-to-date)","258,842","HK$ Mn"
"2020","Dec","Total Exports","UZBEKISTAN","Value (Monthly)","13","HK$ Mn"
"2020","Dec","Total Exports","UZBEKISTAN","Value (Year-to-date)","133","HK$ Mn"
"2020","Dec","Total Exports","VANUATU","Value (Monthly)","3","HK$ Mn"
"2020","Dec","Total Exports","VANUATU","Value (Year-to-date)","18","HK$ Mn"
"2020","Dec","Total Exports","VENEZUELA, BOLIVARIAN","Value (Monthly)","5","HK$ Mn"
"2020","Dec","Total Exports","VENEZUELA, BOLIVARIAN","Value (Year-to-date)","40","HK$ Mn"
"2020","Dec","Total Exports","VIET NAM","Value (Monthly)","8,139","HK$ Mn"
"2020","Dec","Total Exports","VIET NAM","Value (Year-to-date)","84,484","HK$ Mn"
"2020","Dec","Total Exports","VIRGIN ISLANDS (U.S.)","Value (Monthly)","0@Mn","HK$ Mn"
"2020","Dec","Total Exports","VIRGIN ISLANDS (U.S.)","Value (Year-to-date)","7","HK$ Mn"
"2020","Dec","Total Exports","WESTERN EUROPE, NESOI","Value (Monthly)","0@Mn","HK$ Mn"
"2020","Dec","Total Exports","WESTERN EUROPE, NESOI","Value (Year-to-date)","0@Mn","HK$ Mn"
"2020","Dec","Total Exports","YEMEN","Value (Monthly)","0@Mn","HK$ Mn"
"2020","Dec","Total Exports","YEMEN","Value (Year-to-date)","6","HK$ Mn"
"2020","Dec","Total Exports","ZAMBIA","Value (Monthly)","49","HK$ Mn"
"2020","Dec","Total Exports","ZAMBIA","Value (Year-to-date)","438","HK$ Mn"
"2020","Dec","Total Exports","ZIMBABWE","Value (Monthly)","26","HK$ Mn"
"2020","Dec","Total Exports","ZIMBABWE","Value (Year-to-date)","270","HK$ Mn"
"2021","Jan","Total Exports","AFGHANISTAN","Value (Monthly)","4","HK$ Mn"
"2021","Jan","Total Exports","AFGHANISTAN","Value (Year-to-date)","4","HK$ Mn"
"2021","Jan","Total Exports","AFRICA, NESOI","Value (Monthly)","-",""
"2021","Jan","Total Exports","AFRICA, NESOI","Value (Year-to-date)","-",""
"2021","Jan","Total Exports","ALBANIA","Value (Monthly)","5","HK$ Mn"
"2021","Jan","Total Exports","ALBANIA","Value (Year-to-date)","5","HK$ Mn"
"2021","Jan","Total Exports","ALGERIA","Value (Monthly)","155","HK$ Mn"
"2021","Jan","Total Exports","ALGERIA","Value (Year-to-date)","155","HK$ Mn"
"2021","Jan","Total Exports","AMERICAN SAMOA","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Jan","Total Exports","AMERICAN SAMOA","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Jan","Total Exports","ANDORRA","Value (Monthly)","8","HK$ Mn"
"2021","Jan","Total Exports","ANDORRA","Value (Year-to-date)","8","HK$ Mn"
"2021","Jan","Total Exports","ANGOLA","Value (Monthly)","18","HK$ Mn"
"2021","Jan","Total Exports","ANGOLA","Value (Year-to-date)","18","HK$ Mn"
"2021","Jan","Total Exports","ARGENTINA","Value (Monthly)","445","HK$ Mn"
"2021","Jan","Total Exports","ARGENTINA","Value (Year-to-date)","445","HK$ Mn"
"2021","Jan","Total Exports","ARMENIA","Value (Monthly)","20","HK$ Mn"
"2021","Jan","Total Exports","ARMENIA","Value (Year-to-date)","20","HK$ Mn"
"2021","Jan","Total Exports","ARUBA","Value (Monthly)","2","HK$ Mn"
"2021","Jan","Total Exports","ARUBA","Value (Year-to-date)","2","HK$ Mn"
"2021","Jan","Total Exports","ASIA, NESOI","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Jan","Total Exports","ASIA, NESOI","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Jan","Total Exports","AUSTRALASIA & OCEANIA, NESOI","Value (Monthly)","26","HK$ Mn"
"2021","Jan","Total Exports","AUSTRALASIA & OCEANIA, NESOI","Value (Year-to-date)","26","HK$ Mn"
"2021","Jan","Total Exports","AUSTRALIA","Value (Monthly)","2,334","HK$ Mn"
"2021","Jan","Total Exports","AUSTRALIA","Value (Year-to-date)","2,334","HK$ Mn"
"2021","Jan","Total Exports","AUSTRIA","Value (Monthly)","703","HK$ Mn"
"2021","Jan","Total Exports","AUSTRIA","Value (Year-to-date)","703","HK$ Mn"
"2021","Jan","Total Exports","AZERBAIJAN","Value (Monthly)","100","HK$ Mn"
"2021","Jan","Total Exports","AZERBAIJAN","Value (Year-to-date)","100","HK$ Mn"
"2021","Jan","Total Exports","BAHAMAS","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Jan","Total Exports","BAHAMAS","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Jan","Total Exports","BAHRAIN","Value (Monthly)","23","HK$ Mn"
"2021","Jan","Total Exports","BAHRAIN","Value (Year-to-date)","23","HK$ Mn"
"2021","Jan","Total Exports","BANGLADESH","Value (Monthly)","940","HK$ Mn"
"2021","Jan","Total Exports","BANGLADESH","Value (Year-to-date)","940","HK$ Mn"
"2021","Jan","Total Exports","BARBADOS","Value (Monthly)","1","HK$ Mn"
"2021","Jan","Total Exports","BARBADOS","Value (Year-to-date)","1","HK$ Mn"
"2021","Jan","Total Exports","BELARUS","Value (Monthly)","32","HK$ Mn"
"2021","Jan","Total Exports","BELARUS","Value (Year-to-date)","32","HK$ Mn"
"2021","Jan","Total Exports","BELGIUM","Value (Monthly)","1,496","HK$ Mn"
"2021","Jan","Total Exports","BELGIUM","Value (Year-to-date)","1,496","HK$ Mn"
"2021","Jan","Total Exports","BELIZE","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Jan","Total Exports","BELIZE","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Jan","Total Exports","BENIN","Value (Monthly)","3","HK$ Mn"
"2021","Jan","Total Exports","BENIN","Value (Year-to-date)","3","HK$ Mn"
"2021","Jan","Total Exports","BHUTAN","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Jan","Total Exports","BHUTAN","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Jan","Total Exports","BOLIVIA, P STATE OF","Value (Monthly)","25","HK$ Mn"
"2021","Jan","Total Exports","BOLIVIA, P STATE OF","Value (Year-to-date)","25","HK$ Mn"
"2021","Jan","Total Exports","BOSNIA & HERZEGOVINA","Value (Monthly)","3","HK$ Mn"
"2021","Jan","Total Exports","BOSNIA & HERZEGOVINA","Value (Year-to-date)","3","HK$ Mn"
"2021","Jan","Total Exports","BOTSWANA","Value (Monthly)","6","HK$ Mn"
"2021","Jan","Total Exports","BOTSWANA","Value (Year-to-date)","6","HK$ Mn"
"2021","Jan","Total Exports","BRAZIL","Value (Monthly)","1,766","HK$ Mn"
"2021","Jan","Total Exports","BRAZIL","Value (Year-to-date)","1,766","HK$ Mn"
"2021","Jan","Total Exports","BRUNEI DARUSSALAM","Value (Monthly)","15","HK$ Mn"
"2021","Jan","Total Exports","BRUNEI DARUSSALAM","Value (Year-to-date)","15","HK$ Mn"
"2021","Jan","Total Exports","BULGARIA","Value (Monthly)","90","HK$ Mn"
"2021","Jan","Total Exports","BULGARIA","Value (Year-to-date)","90","HK$ Mn"
"2021","Jan","Total Exports","BURKINA FASO","Value (Monthly)","1","HK$ Mn"
"2021","Jan","Total Exports","BURKINA FASO","Value (Year-to-date)","1","HK$ Mn"
"2021","Jan","Total Exports","BURUNDI","Value (Monthly)","1","HK$ Mn"
"2021","Jan","Total Exports","BURUNDI","Value (Year-to-date)","1","HK$ Mn"
"2021","Jan","Total Exports","CABO VERDE","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Jan","Total Exports","CABO VERDE","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Jan","Total Exports","CAMBODIA","Value (Monthly)","804","HK$ Mn"
"2021","Jan","Total Exports","CAMBODIA","Value (Year-to-date)","804","HK$ Mn"
"2021","Jan","Total Exports","CAMEROON","Value (Monthly)","43","HK$ Mn"
"2021","Jan","Total Exports","CAMEROON","Value (Year-to-date)","43","HK$ Mn"
"2021","Jan","Total Exports","CANADA","Value (Monthly)","1,379","HK$ Mn"
"2021","Jan","Total Exports","CANADA","Value (Year-to-date)","1,379","HK$ Mn"
"2021","Jan","Total Exports","CENTRAL & SOUTH AMERICA,NESOI","Value (Monthly)","11","HK$ Mn"
"2021","Jan","Total Exports","CENTRAL & SOUTH AMERICA,NESOI","Value (Year-to-date)","11","HK$ Mn"
"2021","Jan","Total Exports","CENTRAL AFRICAN REP","Value (Monthly)","1","HK$ Mn"
"2021","Jan","Total Exports","CENTRAL AFRICAN REP","Value (Year-to-date)","1","HK$ Mn"
"2021","Jan","Total Exports","CHAD","Value (Monthly)","18","HK$ Mn"
"2021","Jan","Total Exports","CHAD","Value (Year-to-date)","18","HK$ Mn"
"2021","Jan","Total Exports","CHILE","Value (Monthly)","456","HK$ Mn"
"2021","Jan","Total Exports","CHILE","Value (Year-to-date)","456","HK$ Mn"
"2021","Jan","Total Exports","CIS & EASTERN EUROPE, NESOI","Value (Monthly)","-",""
"2021","Jan","Total Exports","CIS & EASTERN EUROPE, NESOI","Value (Year-to-date)","-",""
"2021","Jan","Total Exports","COLOMBIA","Value (Monthly)","545","HK$ Mn"
"2021","Jan","Total Exports","COLOMBIA","Value (Year-to-date)","545","HK$ Mn"
"2021","Jan","Total Exports","COMOROS","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Jan","Total Exports","COMOROS","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Jan","Total Exports","CONGO","Value (Monthly)","24","HK$ Mn"
"2021","Jan","Total Exports","CONGO","Value (Year-to-date)","24","HK$ Mn"
"2021","Jan","Total Exports","CONGO, DEM REP THE","Value (Monthly)","46","HK$ Mn"
"2021","Jan","Total Exports","CONGO, DEM REP THE","Value (Year-to-date)","46","HK$ Mn"
"2021","Jan","Total Exports","COSTA RICA","Value (Monthly)","45","HK$ Mn"
"2021","Jan","Total Exports","COSTA RICA","Value (Year-to-date)","45","HK$ Mn"
"2021","Jan","Total Exports","COTE D'IVOIRE","Value (Monthly)","17","HK$ Mn"
"2021","Jan","Total Exports","COTE D'IVOIRE","Value (Year-to-date)","17","HK$ Mn"
"2021","Jan","Total Exports","CROATIA","Value (Monthly)","73","HK$ Mn"
"2021","Jan","Total Exports","CROATIA","Value (Year-to-date)","73","HK$ Mn"
"2021","Jan","Total Exports","CUBA","Value (Monthly)","2","HK$ Mn"
"2021","Jan","Total Exports","CUBA","Value (Year-to-date)","2","HK$ Mn"
"2021","Jan","Total Exports","CYPRUS","Value (Monthly)","8","HK$ Mn"
"2021","Jan","Total Exports","CYPRUS","Value (Year-to-date)","8","HK$ Mn"
"2021","Jan","Total Exports","CZECHIA","Value (Monthly)","992","HK$ Mn"
"2021","Jan","Total Exports","CZECHIA","Value (Year-to-date)","992","HK$ Mn"
"2021","Jan","Total Exports","DENMARK","Value (Monthly)","309","HK$ Mn"
"2021","Jan","Total Exports","DENMARK","Value (Year-to-date)","309","HK$ Mn"
"2021","Jan","Total Exports","DJIBOUTI","Value (Monthly)","2","HK$ Mn"
"2021","Jan","Total Exports","DJIBOUTI","Value (Year-to-date)","2","HK$ Mn"
"2021","Jan","Total Exports","DOMINICAN REPUBLIC","Value (Monthly)","72","HK$ Mn"
"2021","Jan","Total Exports","DOMINICAN REPUBLIC","Value (Year-to-date)","72","HK$ Mn"
"2021","Jan","Total Exports","ECUADOR","Value (Monthly)","62","HK$ Mn"
"2021","Jan","Total Exports","ECUADOR","Value (Year-to-date)","62","HK$ Mn"
"2021","Jan","Total Exports","EGYPT","Value (Monthly)","998","HK$ Mn"
"2021","Jan","Total Exports","EGYPT","Value (Year-to-date)","998","HK$ Mn"
"2021","Jan","Total Exports","EL SALVADOR","Value (Monthly)","49","HK$ Mn"
"2021","Jan","Total Exports","EL SALVADOR","Value (Year-to-date)","49","HK$ Mn"
"2021","Jan","Total Exports","EQUATORIAL GUINEA","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Jan","Total Exports","EQUATORIAL GUINEA","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Jan","Total Exports","ESTONIA","Value (Monthly)","38","HK$ Mn"
"2021","Jan","Total Exports","ESTONIA","Value (Year-to-date)","38","HK$ Mn"
"2021","Jan","Total Exports","ESWATINI","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Jan","Total Exports","ESWATINI","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Jan","Total Exports","ETHIOPIA","Value (Monthly)","259","HK$ Mn"
"2021","Jan","Total Exports","ETHIOPIA","Value (Year-to-date)","259","HK$ Mn"
"2021","Jan","Total Exports","FIJI","Value (Monthly)","5","HK$ Mn"
"2021","Jan","Total Exports","FIJI","Value (Year-to-date)","5","HK$ Mn"
"2021","Jan","Total Exports","FINLAND","Value (Monthly)","149","HK$ Mn"
"2021","Jan","Total Exports","FINLAND","Value (Year-to-date)","149","HK$ Mn"
"2021","Jan","Total Exports","FRANCE","Value (Monthly)","2,711","HK$ Mn"
"2021","Jan","Total Exports","FRANCE","Value (Year-to-date)","2,711","HK$ Mn"
"2021","Jan","Total Exports","GABON","Value (Monthly)","16","HK$ Mn"
"2021","Jan","Total Exports","GABON","Value (Year-to-date)","16","HK$ Mn"
"2021","Jan","Total Exports","GAMBIA","Value (Monthly)","4","HK$ Mn"
"2021","Jan","Total Exports","GAMBIA","Value (Year-to-date)","4","HK$ Mn"
"2021","Jan","Total Exports","GEORGIA","Value (Monthly)","22","HK$ Mn"
"2021","Jan","Total Exports","GEORGIA","Value (Year-to-date)","22","HK$ Mn"
"2021","Jan","Total Exports","GERMANY","Value (Monthly)","5,847","HK$ Mn"
"2021","Jan","Total Exports","GERMANY","Value (Year-to-date)","5,847","HK$ Mn"
"2021","Jan","Total Exports","GHANA","Value (Monthly)","13","HK$ Mn"
"2021","Jan","Total Exports","GHANA","Value (Year-to-date)","13","HK$ Mn"
"2021","Jan","Total Exports","GIBRALTAR","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Jan","Total Exports","GIBRALTAR","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Jan","Total Exports","GREECE","Value (Monthly)","155","HK$ Mn"
"2021","Jan","Total Exports","GREECE","Value (Year-to-date)","155","HK$ Mn"
"2021","Jan","Total Exports","GREENLAND","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Jan","Total Exports","GREENLAND","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Jan","Total Exports","GRENADA","Value (Monthly)","1","HK$ Mn"
"2021","Jan","Total Exports","GRENADA","Value (Year-to-date)","1","HK$ Mn"
"2021","Jan","Total Exports","GUAM","Value (Monthly)","6","HK$ Mn"
"2021","Jan","Total Exports","GUAM","Value (Year-to-date)","6","HK$ Mn"
"2021","Jan","Total Exports","GUATEMALA","Value (Monthly)","142","HK$ Mn"
"2021","Jan","Total Exports","GUATEMALA","Value (Year-to-date)","142","HK$ Mn"
"2021","Jan","Total Exports","GUINEA","Value (Monthly)","42","HK$ Mn"
"2021","Jan","Total Exports","GUINEA","Value (Year-to-date)","42","HK$ Mn"
"2021","Jan","Total Exports","GUINEA-BISSAU","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Jan","Total Exports","GUINEA-BISSAU","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Jan","Total Exports","GUYANA","Value (Monthly)","2","HK$ Mn"
"2021","Jan","Total Exports","GUYANA","Value (Year-to-date)","2","HK$ Mn"
"2021","Jan","Total Exports","HAITI","Value (Monthly)","36","HK$ Mn"
"2021","Jan","Total Exports","HAITI","Value (Year-to-date)","36","HK$ Mn"
"2021","Jan","Total Exports","HOLY SEE","Value (Monthly)","1","HK$ Mn"
"2021","Jan","Total Exports","HOLY SEE","Value (Year-to-date)","1","HK$ Mn"
"2021","Jan","Total Exports","HONDURAS","Value (Monthly)","40","HK$ Mn"
"2021","Jan","Total Exports","HONDURAS","Value (Year-to-date)","40","HK$ Mn"
"2021","Jan","Total Exports","HUNGARY","Value (Monthly)","1,575","HK$ Mn"
"2021","Jan","Total Exports","HUNGARY","Value (Year-to-date)","1,575","HK$ Mn"
"2021","Jan","Total Exports","ICELAND","Value (Monthly)","6","HK$ Mn"
"2021","Jan","Total Exports","ICELAND","Value (Year-to-date)","6","HK$ Mn"
"2021","Jan","Total Exports","INDIA","Value (Monthly)","7,955","HK$ Mn"
